Cycles: 1000; Nodes: 10
Node: 0; Time: 0; Accuracy: 0.333333; Norm Diff Matrix: 12.705438; Norm Diff Percent: 1.270544
Node: 7; Time: 217; Accuracy: 0.920000; Norm Diff Matrix: 1.059731; Norm Diff Percent: 0.105973
Node: 8; Time: 217; Accuracy: 0.800000; Norm Diff Matrix: 1.096737; Norm Diff Percent: 0.109674
Node: 9; Time: 217; Accuracy: 0.920000; Norm Diff Matrix: 1.074425; Norm Diff Percent: 0.107443
Node: 0; Time: 218; Accuracy: 0.680000; Norm Diff Matrix: 1.267930; Norm Diff Percent: 0.126793
Node: 1; Time: 218; Accuracy: 0.680000; Norm Diff Matrix: 1.198647; Norm Diff Percent: 0.119865
Node: 2; Time: 218; Accuracy: 0.666667; Norm Diff Matrix: 1.342026; Norm Diff Percent: 0.134203
Node: 3; Time: 218; Accuracy: 0.666667; Norm Diff Matrix: 1.564344; Norm Diff Percent: 0.156434
Node: 4; Time: 218; Accuracy: 0.760000; Norm Diff Matrix: 1.142799; Norm Diff Percent: 0.114280
Node: 5; Time: 218; Accuracy: 0.666667; Norm Diff Matrix: 1.448559; Norm Diff Percent: 0.144856
Node: 6; Time: 218; Accuracy: 0.680000; Norm Diff Matrix: 1.240829; Norm Diff Percent: 0.124083
Node: 7; Time: 218; Accuracy: 0.680000; Norm Diff Matrix: 1.234067; Norm Diff Percent: 0.123407
Node: 8; Time: 218; Accuracy: 0.680000; Norm Diff Matrix: 1.210350; Norm Diff Percent: 0.121035
Node: 9; Time: 218; Accuracy: 0.680000; Norm Diff Matrix: 1.224555; Norm Diff Percent: 0.122455
Node: 0; Time: 219; Accuracy: 0.626667; Norm Diff Matrix: 1.295152; Norm Diff Percent: 0.129515
Node: 1; Time: 219; Accuracy: 0.520000; Norm Diff Matrix: 1.480775; Norm Diff Percent: 0.148077
Node: 2; Time: 219; Accuracy: 0.626667; Norm Diff Matrix: 1.304481; Norm Diff Percent: 0.130448
Node: 3; Time: 219; Accuracy: 0.820000; Norm Diff Matrix: 1.063498; Norm Diff Percent: 0.106350
Node: 4; Time: 219; Accuracy: 0.626667; Norm Diff Matrix: 1.308555; Norm Diff Percent: 0.130856
Node: 5; Time: 219; Accuracy: 0.653333; Norm Diff Matrix: 1.266596; Norm Diff Percent: 0.126660
Node: 6; Time: 219; Accuracy: 0.546667; Norm Diff Matrix: 1.430884; Norm Diff Percent: 0.143088
Node: 7; Time: 219; Accuracy: 0.546667; Norm Diff Matrix: 1.433018; Norm Diff Percent: 0.143302
Node: 8; Time: 219; Accuracy: 0.626667; Norm Diff Matrix: 1.313452; Norm Diff Percent: 0.131345
Node: 9; Time: 219; Accuracy: 0.673333; Norm Diff Matrix: 1.166844; Norm Diff Percent: 0.116684
Node: 0; Time: 220; Accuracy: 0.666667; Norm Diff Matrix: 1.985620; Norm Diff Percent: 0.198562
Node: 1; Time: 220; Accuracy: 0.666667; Norm Diff Matrix: 1.935529; Norm Diff Percent: 0.193553
Node: 2; Time: 220; Accuracy: 0.666667; Norm Diff Matrix: 2.173312; Norm Diff Percent: 0.217331
Node: 3; Time: 220; Accuracy: 0.666667; Norm Diff Matrix: 2.348276; Norm Diff Percent: 0.234828
Node: 4; Time: 220; Accuracy: 0.666667; Norm Diff Matrix: 1.925542; Norm Diff Percent: 0.192554
Node: 5; Time: 220; Accuracy: 0.666667; Norm Diff Matrix: 2.136773; Norm Diff Percent: 0.213677
Node: 6; Time: 220; Accuracy: 0.666667; Norm Diff Matrix: 1.909687; Norm Diff Percent: 0.190969
Node: 7; Time: 220; Accuracy: 0.666667; Norm Diff Matrix: 1.972999; Norm Diff Percent: 0.197300
Node: 8; Time: 220; Accuracy: 0.666667; Norm Diff Matrix: 1.961388; Norm Diff Percent: 0.196139
Node: 9; Time: 220; Accuracy: 0.666667; Norm Diff Matrix: 1.897385; Norm Diff Percent: 0.189738
Node: 0; Time: 221; Accuracy: 0.900000; Norm Diff Matrix: 1.098085; Norm Diff Percent: 0.109809
Node: 1; Time: 221; Accuracy: 0.920000; Norm Diff Matrix: 1.076245; Norm Diff Percent: 0.107624
Node: 2; Time: 221; Accuracy: 0.920000; Norm Diff Matrix: 1.078186; Norm Diff Percent: 0.107819
Node: 3; Time: 221; Accuracy: 0.860000; Norm Diff Matrix: 1.093667; Norm Diff Percent: 0.109367
Node: 4; Time: 221; Accuracy: 0.913333; Norm Diff Matrix: 1.120064; Norm Diff Percent: 0.112006
Node: 5; Time: 221; Accuracy: 0.966667; Norm Diff Matrix: 1.044376; Norm Diff Percent: 0.104438
Node: 6; Time: 221; Accuracy: 0.973333; Norm Diff Matrix: 1.065607; Norm Diff Percent: 0.106561
Node: 7; Time: 221; Accuracy: 0.966667; Norm Diff Matrix: 1.073539; Norm Diff Percent: 0.107354
Node: 8; Time: 221; Accuracy: 0.926667; Norm Diff Matrix: 1.088270; Norm Diff Percent: 0.108827
Node: 9; Time: 221; Accuracy: 0.953333; Norm Diff Matrix: 1.113806; Norm Diff Percent: 0.111381
Node: 0; Time: 222; Accuracy: 0.873333; Norm Diff Matrix: 1.098122; Norm Diff Percent: 0.109812
Node: 1; Time: 222; Accuracy: 0.866667; Norm Diff Matrix: 1.093508; Norm Diff Percent: 0.109351
Node: 2; Time: 222; Accuracy: 0.973333; Norm Diff Matrix: 1.060315; Norm Diff Percent: 0.106031
Node: 3; Time: 222; Accuracy: 0.960000; Norm Diff Matrix: 1.086128; Norm Diff Percent: 0.108613
Node: 4; Time: 222; Accuracy: 0.840000; Norm Diff Matrix: 1.113262; Norm Diff Percent: 0.111326
Node: 5; Time: 222; Accuracy: 0.966667; Norm Diff Matrix: 1.064810; Norm Diff Percent: 0.106481
Node: 6; Time: 222; Accuracy: 0.960000; Norm Diff Matrix: 1.055227; Norm Diff Percent: 0.105523
Node: 7; Time: 222; Accuracy: 0.960000; Norm Diff Matrix: 1.060567; Norm Diff Percent: 0.106057
Node: 8; Time: 222; Accuracy: 0.913333; Norm Diff Matrix: 1.084685; Norm Diff Percent: 0.108469
Node: 9; Time: 222; Accuracy: 0.840000; Norm Diff Matrix: 1.121280; Norm Diff Percent: 0.112128
Node: 0; Time: 223; Accuracy: 0.953333; Norm Diff Matrix: 1.051631; Norm Diff Percent: 0.105163
Node: 1; Time: 223; Accuracy: 0.960000; Norm Diff Matrix: 1.046760; Norm Diff Percent: 0.104676
Node: 2; Time: 223; Accuracy: 0.886667; Norm Diff Matrix: 1.068431; Norm Diff Percent: 0.106843
Node: 3; Time: 223; Accuracy: 0.973333; Norm Diff Matrix: 1.068141; Norm Diff Percent: 0.106814
Node: 4; Time: 223; Accuracy: 0.953333; Norm Diff Matrix: 1.058450; Norm Diff Percent: 0.105845
Node: 5; Time: 223; Accuracy: 0.840000; Norm Diff Matrix: 1.099327; Norm Diff Percent: 0.109933
Node: 6; Time: 223; Accuracy: 0.820000; Norm Diff Matrix: 1.088463; Norm Diff Percent: 0.108846
Node: 7; Time: 223; Accuracy: 0.920000; Norm Diff Matrix: 1.061799; Norm Diff Percent: 0.106180
Node: 8; Time: 223; Accuracy: 0.946667; Norm Diff Matrix: 1.060893; Norm Diff Percent: 0.106089
Node: 9; Time: 223; Accuracy: 0.933333; Norm Diff Matrix: 1.063241; Norm Diff Percent: 0.106324
Node: 0; Time: 224; Accuracy: 0.673333; Norm Diff Matrix: 1.238788; Norm Diff Percent: 0.123879
Node: 1; Time: 224; Accuracy: 0.673333; Norm Diff Matrix: 1.238935; Norm Diff Percent: 0.123894
Node: 2; Time: 224; Accuracy: 0.860000; Norm Diff Matrix: 1.094174; Norm Diff Percent: 0.109417
Node: 3; Time: 224; Accuracy: 0.753333; Norm Diff Matrix: 1.153174; Norm Diff Percent: 0.115317
Node: 4; Time: 224; Accuracy: 0.833333; Norm Diff Matrix: 1.103996; Norm Diff Percent: 0.110400
Node: 5; Time: 224; Accuracy: 0.853333; Norm Diff Matrix: 1.095308; Norm Diff Percent: 0.109531
Node: 6; Time: 224; Accuracy: 0.900000; Norm Diff Matrix: 1.068961; Norm Diff Percent: 0.106896
Node: 7; Time: 224; Accuracy: 0.760000; Norm Diff Matrix: 1.150126; Norm Diff Percent: 0.115013
Node: 8; Time: 224; Accuracy: 0.673333; Norm Diff Matrix: 1.266020; Norm Diff Percent: 0.126602
Node: 9; Time: 224; Accuracy: 0.920000; Norm Diff Matrix: 1.065465; Norm Diff Percent: 0.106546
Node: 0; Time: 225; Accuracy: 0.953333; Norm Diff Matrix: 1.065900; Norm Diff Percent: 0.106590
Node: 1; Time: 225; Accuracy: 0.806667; Norm Diff Matrix: 1.111004; Norm Diff Percent: 0.111100
Node: 2; Time: 225; Accuracy: 0.780000; Norm Diff Matrix: 1.130131; Norm Diff Percent: 0.113013
Node: 3; Time: 225; Accuracy: 0.886667; Norm Diff Matrix: 1.083122; Norm Diff Percent: 0.108312
Node: 4; Time: 225; Accuracy: 0.920000; Norm Diff Matrix: 1.069461; Norm Diff Percent: 0.106946
Node: 5; Time: 225; Accuracy: 0.786667; Norm Diff Matrix: 1.121150; Norm Diff Percent: 0.112115
Node: 6; Time: 225; Accuracy: 0.733333; Norm Diff Matrix: 1.171149; Norm Diff Percent: 0.117115
Node: 7; Time: 225; Accuracy: 0.860000; Norm Diff Matrix: 1.088600; Norm Diff Percent: 0.108860
Node: 8; Time: 225; Accuracy: 0.906667; Norm Diff Matrix: 1.070930; Norm Diff Percent: 0.107093
Node: 9; Time: 225; Accuracy: 0.926667; Norm Diff Matrix: 1.070416; Norm Diff Percent: 0.107042
Node: 0; Time: 226; Accuracy: 0.666667; Norm Diff Matrix: 1.357034; Norm Diff Percent: 0.135703
Node: 1; Time: 226; Accuracy: 0.666667; Norm Diff Matrix: 1.460042; Norm Diff Percent: 0.146004
Node: 2; Time: 226; Accuracy: 0.680000; Norm Diff Matrix: 1.243006; Norm Diff Percent: 0.124301
Node: 3; Time: 226; Accuracy: 0.800000; Norm Diff Matrix: 1.116437; Norm Diff Percent: 0.111644
Node: 4; Time: 226; Accuracy: 0.673333; Norm Diff Matrix: 1.335183; Norm Diff Percent: 0.133518
Node: 5; Time: 226; Accuracy: 0.853333; Norm Diff Matrix: 1.100571; Norm Diff Percent: 0.110057
Node: 6; Time: 226; Accuracy: 0.680000; Norm Diff Matrix: 1.273699; Norm Diff Percent: 0.127370
Node: 7; Time: 226; Accuracy: 0.680000; Norm Diff Matrix: 1.287751; Norm Diff Percent: 0.128775
Node: 8; Time: 226; Accuracy: 0.666667; Norm Diff Matrix: 1.433282; Norm Diff Percent: 0.143328
Node: 9; Time: 226; Accuracy: 0.680000; Norm Diff Matrix: 1.309613; Norm Diff Percent: 0.130961
Node: 0; Time: 227; Accuracy: 0.666667; Norm Diff Matrix: 1.185365; Norm Diff Percent: 0.118537
Node: 1; Time: 227; Accuracy: 0.666667; Norm Diff Matrix: 1.212215; Norm Diff Percent: 0.121221
Node: 2; Time: 227; Accuracy: 0.813333; Norm Diff Matrix: 1.095052; Norm Diff Percent: 0.109505
Node: 3; Time: 227; Accuracy: 0.926667; Norm Diff Matrix: 1.054416; Norm Diff Percent: 0.105442
Node: 4; Time: 227; Accuracy: 0.920000; Norm Diff Matrix: 1.061174; Norm Diff Percent: 0.106117
Node: 5; Time: 227; Accuracy: 0.860000; Norm Diff Matrix: 1.070159; Norm Diff Percent: 0.107016
Node: 6; Time: 227; Accuracy: 0.760000; Norm Diff Matrix: 1.131018; Norm Diff Percent: 0.113102
Node: 7; Time: 227; Accuracy: 0.820000; Norm Diff Matrix: 1.091724; Norm Diff Percent: 0.109172
Node: 8; Time: 227; Accuracy: 0.740000; Norm Diff Matrix: 1.141157; Norm Diff Percent: 0.114116
Node: 9; Time: 227; Accuracy: 0.940000; Norm Diff Matrix: 1.057594; Norm Diff Percent: 0.105759
Node: 0; Time: 228; Accuracy: 0.800000; Norm Diff Matrix: 1.105707; Norm Diff Percent: 0.110571
Node: 1; Time: 228; Accuracy: 0.746667; Norm Diff Matrix: 1.155293; Norm Diff Percent: 0.115529
Node: 2; Time: 228; Accuracy: 0.920000; Norm Diff Matrix: 1.045586; Norm Diff Percent: 0.104559
Node: 3; Time: 228; Accuracy: 0.953333; Norm Diff Matrix: 1.042620; Norm Diff Percent: 0.104262
Node: 4; Time: 228; Accuracy: 0.933333; Norm Diff Matrix: 1.051074; Norm Diff Percent: 0.105107
Node: 5; Time: 228; Accuracy: 0.926667; Norm Diff Matrix: 1.046698; Norm Diff Percent: 0.104670
Node: 6; Time: 228; Accuracy: 0.846667; Norm Diff Matrix: 1.081208; Norm Diff Percent: 0.108121
Node: 7; Time: 228; Accuracy: 0.826667; Norm Diff Matrix: 1.092841; Norm Diff Percent: 0.109284
Node: 8; Time: 228; Accuracy: 0.826667; Norm Diff Matrix: 1.092800; Norm Diff Percent: 0.109280
Node: 9; Time: 228; Accuracy: 0.960000; Norm Diff Matrix: 1.046120; Norm Diff Percent: 0.104612
Node: 0; Time: 229; Accuracy: 0.573333; Norm Diff Matrix: 1.519079; Norm Diff Percent: 0.151908
Node: 1; Time: 229; Accuracy: 0.680000; Norm Diff Matrix: 1.203505; Norm Diff Percent: 0.120351
Node: 2; Time: 229; Accuracy: 0.673333; Norm Diff Matrix: 1.254805; Norm Diff Percent: 0.125481
Node: 3; Time: 229; Accuracy: 0.946667; Norm Diff Matrix: 1.045075; Norm Diff Percent: 0.104508
Node: 4; Time: 229; Accuracy: 0.606667; Norm Diff Matrix: 1.372216; Norm Diff Percent: 0.137222
Node: 5; Time: 229; Accuracy: 0.713333; Norm Diff Matrix: 1.166373; Norm Diff Percent: 0.116637
Node: 6; Time: 229; Accuracy: 0.653333; Norm Diff Matrix: 1.354151; Norm Diff Percent: 0.135415
Node: 7; Time: 229; Accuracy: 0.646667; Norm Diff Matrix: 1.379691; Norm Diff Percent: 0.137969
Node: 8; Time: 229; Accuracy: 0.773333; Norm Diff Matrix: 1.141086; Norm Diff Percent: 0.114109
Node: 9; Time: 229; Accuracy: 0.753333; Norm Diff Matrix: 1.142911; Norm Diff Percent: 0.114291
Node: 0; Time: 230; Accuracy: 0.666667; Norm Diff Matrix: 1.676424; Norm Diff Percent: 0.167642
Node: 1; Time: 230; Accuracy: 0.666667; Norm Diff Matrix: 1.953391; Norm Diff Percent: 0.195339
Node: 2; Time: 230; Accuracy: 0.666667; Norm Diff Matrix: 1.729630; Norm Diff Percent: 0.172963
Node: 3; Time: 230; Accuracy: 0.666667; Norm Diff Matrix: 1.979857; Norm Diff Percent: 0.197986
Node: 4; Time: 230; Accuracy: 0.666667; Norm Diff Matrix: 1.895726; Norm Diff Percent: 0.189573
Node: 5; Time: 230; Accuracy: 0.666667; Norm Diff Matrix: 1.759271; Norm Diff Percent: 0.175927
Node: 6; Time: 230; Accuracy: 0.666667; Norm Diff Matrix: 1.630682; Norm Diff Percent: 0.163068
Node: 7; Time: 230; Accuracy: 0.666667; Norm Diff Matrix: 1.821170; Norm Diff Percent: 0.182117
Node: 8; Time: 230; Accuracy: 0.666667; Norm Diff Matrix: 2.083789; Norm Diff Percent: 0.208379
Node: 9; Time: 230; Accuracy: 0.666667; Norm Diff Matrix: 1.914712; Norm Diff Percent: 0.191471
Node: 0; Time: 231; Accuracy: 0.660000; Norm Diff Matrix: 1.319932; Norm Diff Percent: 0.131993
Node: 1; Time: 231; Accuracy: 0.660000; Norm Diff Matrix: 1.481217; Norm Diff Percent: 0.148122
Node: 2; Time: 231; Accuracy: 0.773333; Norm Diff Matrix: 1.141882; Norm Diff Percent: 0.114188
Node: 3; Time: 231; Accuracy: 0.960000; Norm Diff Matrix: 1.069612; Norm Diff Percent: 0.106961
Node: 4; Time: 231; Accuracy: 0.966667; Norm Diff Matrix: 1.063243; Norm Diff Percent: 0.106324
Node: 5; Time: 231; Accuracy: 0.840000; Norm Diff Matrix: 1.111486; Norm Diff Percent: 0.111149
Node: 6; Time: 231; Accuracy: 0.680000; Norm Diff Matrix: 1.228617; Norm Diff Percent: 0.122862
Node: 7; Time: 231; Accuracy: 0.840000; Norm Diff Matrix: 1.103077; Norm Diff Percent: 0.110308
Node: 8; Time: 231; Accuracy: 0.693333; Norm Diff Matrix: 1.197881; Norm Diff Percent: 0.119788
Node: 9; Time: 231; Accuracy: 0.773333; Norm Diff Matrix: 1.153546; Norm Diff Percent: 0.115355
Node: 0; Time: 232; Accuracy: 0.666667; Norm Diff Matrix: 1.822312; Norm Diff Percent: 0.182231
Node: 1; Time: 232; Accuracy: 0.666667; Norm Diff Matrix: 2.180224; Norm Diff Percent: 0.218022
Node: 2; Time: 232; Accuracy: 0.666667; Norm Diff Matrix: 1.730094; Norm Diff Percent: 0.173009
Node: 3; Time: 232; Accuracy: 0.666667; Norm Diff Matrix: 1.432531; Norm Diff Percent: 0.143253
Node: 4; Time: 232; Accuracy: 0.680000; Norm Diff Matrix: 1.271411; Norm Diff Percent: 0.127141
Node: 5; Time: 232; Accuracy: 0.666667; Norm Diff Matrix: 1.600429; Norm Diff Percent: 0.160043
Node: 6; Time: 232; Accuracy: 0.666667; Norm Diff Matrix: 1.774768; Norm Diff Percent: 0.177477
Node: 7; Time: 232; Accuracy: 0.666667; Norm Diff Matrix: 1.607098; Norm Diff Percent: 0.160710
Node: 8; Time: 232; Accuracy: 0.666667; Norm Diff Matrix: 1.797715; Norm Diff Percent: 0.179772
Node: 9; Time: 232; Accuracy: 0.800000; Norm Diff Matrix: 1.147336; Norm Diff Percent: 0.114734
Node: 0; Time: 233; Accuracy: 0.960000; Norm Diff Matrix: 1.067090; Norm Diff Percent: 0.106709
Node: 1; Time: 233; Accuracy: 0.760000; Norm Diff Matrix: 1.162803; Norm Diff Percent: 0.116280
Node: 2; Time: 233; Accuracy: 0.920000; Norm Diff Matrix: 1.080822; Norm Diff Percent: 0.108082
Node: 3; Time: 233; Accuracy: 0.813333; Norm Diff Matrix: 1.130090; Norm Diff Percent: 0.113009
Node: 4; Time: 233; Accuracy: 0.700000; Norm Diff Matrix: 1.212382; Norm Diff Percent: 0.121238
Node: 5; Time: 233; Accuracy: 0.840000; Norm Diff Matrix: 1.112987; Norm Diff Percent: 0.111299
Node: 6; Time: 233; Accuracy: 0.920000; Norm Diff Matrix: 1.075074; Norm Diff Percent: 0.107507
Node: 7; Time: 233; Accuracy: 0.920000; Norm Diff Matrix: 1.078482; Norm Diff Percent: 0.107848
Node: 8; Time: 233; Accuracy: 0.873333; Norm Diff Matrix: 1.083663; Norm Diff Percent: 0.108366
Node: 9; Time: 233; Accuracy: 0.666667; Norm Diff Matrix: 1.266900; Norm Diff Percent: 0.126690
Node: 0; Time: 234; Accuracy: 0.746667; Norm Diff Matrix: 1.195092; Norm Diff Percent: 0.119509
Node: 1; Time: 234; Accuracy: 0.680000; Norm Diff Matrix: 1.257295; Norm Diff Percent: 0.125729
Node: 2; Time: 234; Accuracy: 0.673333; Norm Diff Matrix: 1.342777; Norm Diff Percent: 0.134278
Node: 3; Time: 234; Accuracy: 0.666667; Norm Diff Matrix: 1.511640; Norm Diff Percent: 0.151164
Node: 4; Time: 234; Accuracy: 0.673333; Norm Diff Matrix: 1.330166; Norm Diff Percent: 0.133017
Node: 5; Time: 234; Accuracy: 0.673333; Norm Diff Matrix: 1.328717; Norm Diff Percent: 0.132872
Node: 6; Time: 234; Accuracy: 0.673333; Norm Diff Matrix: 1.309536; Norm Diff Percent: 0.130954
Node: 7; Time: 234; Accuracy: 0.673333; Norm Diff Matrix: 1.315937; Norm Diff Percent: 0.131594
Node: 8; Time: 234; Accuracy: 0.673333; Norm Diff Matrix: 1.351986; Norm Diff Percent: 0.135199
Node: 9; Time: 234; Accuracy: 0.666667; Norm Diff Matrix: 1.529963; Norm Diff Percent: 0.152996
Node: 0; Time: 235; Accuracy: 0.600000; Norm Diff Matrix: 1.385614; Norm Diff Percent: 0.138561
Node: 1; Time: 235; Accuracy: 0.666667; Norm Diff Matrix: 1.272091; Norm Diff Percent: 0.127209
Node: 2; Time: 235; Accuracy: 0.666667; Norm Diff Matrix: 1.281511; Norm Diff Percent: 0.128151
Node: 3; Time: 235; Accuracy: 0.953333; Norm Diff Matrix: 1.079156; Norm Diff Percent: 0.107916
Node: 4; Time: 235; Accuracy: 0.666667; Norm Diff Matrix: 1.281851; Norm Diff Percent: 0.128185
Node: 5; Time: 235; Accuracy: 0.726667; Norm Diff Matrix: 1.181937; Norm Diff Percent: 0.118194
Node: 6; Time: 235; Accuracy: 0.600000; Norm Diff Matrix: 1.384623; Norm Diff Percent: 0.138462
Node: 7; Time: 235; Accuracy: 0.666667; Norm Diff Matrix: 1.283308; Norm Diff Percent: 0.128331
Node: 8; Time: 235; Accuracy: 0.766667; Norm Diff Matrix: 1.175232; Norm Diff Percent: 0.117523
Node: 9; Time: 235; Accuracy: 0.840000; Norm Diff Matrix: 1.134856; Norm Diff Percent: 0.113486
Node: 0; Time: 236; Accuracy: 0.666667; Norm Diff Matrix: 1.675363; Norm Diff Percent: 0.167536
Node: 1; Time: 236; Accuracy: 0.666667; Norm Diff Matrix: 1.951337; Norm Diff Percent: 0.195134
Node: 2; Time: 236; Accuracy: 0.666667; Norm Diff Matrix: 1.509252; Norm Diff Percent: 0.150925
Node: 3; Time: 236; Accuracy: 0.666667; Norm Diff Matrix: 1.735704; Norm Diff Percent: 0.173570
Node: 4; Time: 236; Accuracy: 0.666667; Norm Diff Matrix: 1.488345; Norm Diff Percent: 0.148834
Node: 5; Time: 236; Accuracy: 0.666667; Norm Diff Matrix: 1.701009; Norm Diff Percent: 0.170101
Node: 6; Time: 236; Accuracy: 0.666667; Norm Diff Matrix: 1.546866; Norm Diff Percent: 0.154687
Node: 7; Time: 236; Accuracy: 0.666667; Norm Diff Matrix: 1.580486; Norm Diff Percent: 0.158049
Node: 8; Time: 236; Accuracy: 0.666667; Norm Diff Matrix: 1.935389; Norm Diff Percent: 0.193539
Node: 9; Time: 236; Accuracy: 0.666667; Norm Diff Matrix: 1.397560; Norm Diff Percent: 0.139756
Node: 0; Time: 237; Accuracy: 0.886667; Norm Diff Matrix: 1.119495; Norm Diff Percent: 0.111950
Node: 1; Time: 237; Accuracy: 0.793333; Norm Diff Matrix: 1.178771; Norm Diff Percent: 0.117877
Node: 2; Time: 237; Accuracy: 0.966667; Norm Diff Matrix: 1.088967; Norm Diff Percent: 0.108897
Node: 3; Time: 237; Accuracy: 0.700000; Norm Diff Matrix: 1.194471; Norm Diff Percent: 0.119447
Node: 4; Time: 237; Accuracy: 0.773333; Norm Diff Matrix: 1.151133; Norm Diff Percent: 0.115113
Node: 5; Time: 237; Accuracy: 0.900000; Norm Diff Matrix: 1.110298; Norm Diff Percent: 0.111030
Node: 6; Time: 237; Accuracy: 0.966667; Norm Diff Matrix: 1.087918; Norm Diff Percent: 0.108792
Node: 7; Time: 237; Accuracy: 0.946667; Norm Diff Matrix: 1.087543; Norm Diff Percent: 0.108754
Node: 8; Time: 237; Accuracy: 0.966667; Norm Diff Matrix: 1.095137; Norm Diff Percent: 0.109514
Node: 9; Time: 237; Accuracy: 0.693333; Norm Diff Matrix: 1.211047; Norm Diff Percent: 0.121105
Node: 0; Time: 238; Accuracy: 0.846667; Norm Diff Matrix: 1.143548; Norm Diff Percent: 0.114355
Node: 1; Time: 238; Accuracy: 0.873333; Norm Diff Matrix: 1.130912; Norm Diff Percent: 0.113091
Node: 2; Time: 238; Accuracy: 0.806667; Norm Diff Matrix: 1.177691; Norm Diff Percent: 0.117769
Node: 3; Time: 238; Accuracy: 0.693333; Norm Diff Matrix: 1.255864; Norm Diff Percent: 0.125586
Node: 4; Time: 238; Accuracy: 0.806667; Norm Diff Matrix: 1.184794; Norm Diff Percent: 0.118479
Node: 5; Time: 238; Accuracy: 0.673333; Norm Diff Matrix: 1.277429; Norm Diff Percent: 0.127743
Node: 6; Time: 238; Accuracy: 0.746667; Norm Diff Matrix: 1.211041; Norm Diff Percent: 0.121104
Node: 7; Time: 238; Accuracy: 0.766667; Norm Diff Matrix: 1.194007; Norm Diff Percent: 0.119401
Node: 8; Time: 238; Accuracy: 0.886667; Norm Diff Matrix: 1.152638; Norm Diff Percent: 0.115264
Node: 9; Time: 238; Accuracy: 0.746667; Norm Diff Matrix: 1.217076; Norm Diff Percent: 0.121708
Node: 0; Time: 239; Accuracy: 0.686667; Norm Diff Matrix: 1.229172; Norm Diff Percent: 0.122917
Node: 1; Time: 239; Accuracy: 0.680000; Norm Diff Matrix: 1.249917; Norm Diff Percent: 0.124992
Node: 2; Time: 239; Accuracy: 0.706667; Norm Diff Matrix: 1.222623; Norm Diff Percent: 0.122262
Node: 3; Time: 239; Accuracy: 0.606667; Norm Diff Matrix: 1.341095; Norm Diff Percent: 0.134110
Node: 4; Time: 239; Accuracy: 0.566667; Norm Diff Matrix: 1.338772; Norm Diff Percent: 0.133877
Node: 5; Time: 239; Accuracy: 0.746667; Norm Diff Matrix: 1.196465; Norm Diff Percent: 0.119646
Node: 6; Time: 239; Accuracy: 0.706667; Norm Diff Matrix: 1.224545; Norm Diff Percent: 0.122454
Node: 7; Time: 239; Accuracy: 0.686667; Norm Diff Matrix: 1.230075; Norm Diff Percent: 0.123008
Node: 8; Time: 239; Accuracy: 0.660000; Norm Diff Matrix: 1.338686; Norm Diff Percent: 0.133869
Node: 9; Time: 239; Accuracy: 0.393333; Norm Diff Matrix: 1.456500; Norm Diff Percent: 0.145650
Node: 0; Time: 240; Accuracy: 0.666667; Norm Diff Matrix: 1.574726; Norm Diff Percent: 0.157473
Node: 1; Time: 240; Accuracy: 0.666667; Norm Diff Matrix: 1.491042; Norm Diff Percent: 0.149104
Node: 2; Time: 240; Accuracy: 0.666667; Norm Diff Matrix: 1.567117; Norm Diff Percent: 0.156712
Node: 3; Time: 240; Accuracy: 0.666667; Norm Diff Matrix: 1.899964; Norm Diff Percent: 0.189996
Node: 4; Time: 240; Accuracy: 0.666667; Norm Diff Matrix: 1.500038; Norm Diff Percent: 0.150004
Node: 5; Time: 240; Accuracy: 0.666667; Norm Diff Matrix: 2.000740; Norm Diff Percent: 0.200074
Node: 6; Time: 240; Accuracy: 0.666667; Norm Diff Matrix: 1.542669; Norm Diff Percent: 0.154267
Node: 7; Time: 240; Accuracy: 0.666667; Norm Diff Matrix: 1.645369; Norm Diff Percent: 0.164537
Node: 8; Time: 240; Accuracy: 0.666667; Norm Diff Matrix: 1.516938; Norm Diff Percent: 0.151694
Node: 9; Time: 240; Accuracy: 0.666667; Norm Diff Matrix: 1.563981; Norm Diff Percent: 0.156398
Node: 0; Time: 241; Accuracy: 0.780000; Norm Diff Matrix: 1.215458; Norm Diff Percent: 0.121546
Node: 1; Time: 241; Accuracy: 0.786667; Norm Diff Matrix: 1.203372; Norm Diff Percent: 0.120337
Node: 2; Time: 241; Accuracy: 0.900000; Norm Diff Matrix: 1.178622; Norm Diff Percent: 0.117862
Node: 3; Time: 241; Accuracy: 0.786667; Norm Diff Matrix: 1.228594; Norm Diff Percent: 0.122859
Node: 4; Time: 241; Accuracy: 0.666667; Norm Diff Matrix: 1.326284; Norm Diff Percent: 0.132628
Node: 5; Time: 241; Accuracy: 0.686667; Norm Diff Matrix: 1.280801; Norm Diff Percent: 0.128080
Node: 6; Time: 241; Accuracy: 0.706667; Norm Diff Matrix: 1.256364; Norm Diff Percent: 0.125636
Node: 7; Time: 241; Accuracy: 0.713333; Norm Diff Matrix: 1.253994; Norm Diff Percent: 0.125399
Node: 8; Time: 241; Accuracy: 0.686667; Norm Diff Matrix: 1.268214; Norm Diff Percent: 0.126821
Node: 9; Time: 241; Accuracy: 0.726667; Norm Diff Matrix: 1.247207; Norm Diff Percent: 0.124721
Node: 0; Time: 242; Accuracy: 0.393333; Norm Diff Matrix: 1.673854; Norm Diff Percent: 0.167385
